company_id,industry,snapshot_date,p_default_6m,flagged,tier
CMP101566,Manufacturing,2026-08-31,0.0818,True,High priority
CMP101767,Manufacturing,2026-08-31,0.0814,True,High priority
CMP101580,FMCG,2026-08-31,0.0808,True,High priority
CMP100738,IT Services,2026-08-31,0.0788,True,High priority
CMP101844,Manufacturing,2026-08-31,0.0781,True,High priority
CMP100836,Construction,2026-08-31,0.078,True,High priority
CMP101569,IT Services,2026-08-31,0.0779,True,High priority
CMP102259,IT Services,2026-08-31,0.0768,True,High priority
CMP102798,Construction,2026-08-31,0.0754,True,High priority
CMP100565,Construction,2026-08-31,0.0751,True,High priority
CMP100072,Pharma,2026-08-31,0.0748,True,High priority
CMP102128,Manufacturing,2026-08-31,0.0747,True,High priority
CMP100678,Manufacturing,2026-08-31,0.0747,True,High priority
CMP101184,Manufacturing,2026-08-31,0.0744,True,High priority
CMP100525,Retail,2026-08-31,0.074,True,High priority
CMP102117,Manufacturing,2026-08-31,0.0738,True,High priority
CMP101400,IT Services,2026-08-31,0.0737,True,High priority
CMP100567,Manufacturing,2026-08-31,0.0735,True,High priority
CMP100693,Retail,2026-08-31,0.0734,True,High priority
CMP101056,FMCG,2026-08-31,0.0725,True,High priority
CMP101746,Construction,2026-08-31,0.0723,True,High priority
CMP101670,Retail,2026-08-31,0.0719,True,High priority
CMP102538,Manufacturing,2026-08-31,0.0718,True,High priority
CMP100372,Retail,2026-08-31,0.0714,True,High priority
CMP101664,FMCG,2026-08-31,0.0707,True,High priority
CMP100706,Pharma,2026-08-31,0.0699,True,High priority
CMP100522,Manufacturing,2026-08-31,0.0699,True,High priority
CMP100784,FMCG,2026-08-31,0.0693,True,High priority
CMP100894,Construction,2026-08-31,0.069,True,High priority
CMP100457,IT Services,2026-08-31,0.0686,True,High priority
CMP101035,Construction,2026-08-31,0.0686,True,High priority
CMP101216,Retail,2026-08-31,0.0685,True,High priority
CMP100979,Manufacturing,2026-08-31,0.0683,True,High priority
CMP101916,Construction,2026-08-31,0.0675,True,High priority
CMP100248,IT Services,2026-08-31,0.0674,True,High priority
CMP102475,Manufacturing,2026-08-31,0.0672,True,High priority
CMP101140,Retail,2026-08-31,0.0671,True,High priority
CMP101016,Construction,2026-08-31,0.0671,True,High priority
CMP101349,Manufacturing,2026-08-31,0.0668,True,High priority
CMP101068,Manufacturing,2026-08-31,0.0666,True,High priority
CMP101462,Manufacturing,2026-08-31,0.0663,True,High priority
CMP101382,Logistics,2026-08-31,0.0659,True,High priority
CMP102626,Logistics,2026-08-31,0.0658,True,High priority
CMP102092,Logistics,2026-08-31,0.0658,True,High priority
CMP100622,FMCG,2026-08-31,0.0651,True,High priority
CMP100775,Pharma,2026-08-31,0.065,True,High priority
CMP102766,IT Services,2026-08-31,0.0649,True,High priority
CMP101012,IT Services,2026-08-31,0.0648,True,High priority
CMP101392,Manufacturing,2026-08-31,0.0646,True,High priority
CMP101900,Logistics,2026-08-31,0.0641,True,High priority
CMP102007,Manufacturing,2026-08-31,0.064,True,High priority
CMP101008,Construction,2026-08-31,0.0639,True,High priority
CMP101827,IT Services,2026-08-31,0.0632,True,High priority
CMP100597,Logistics,2026-08-31,0.0631,True,High priority
CMP102973,FMCG,2026-08-31,0.0631,True,High priority
CMP101093,Retail,2026-08-31,0.0628,True,High priority
CMP101270,FMCG,2026-08-31,0.0623,True,High priority
CMP102652,Pharma,2026-08-31,0.0623,True,High priority
CMP100068,Manufacturing,2026-08-31,0.0618,True,High priority
CMP102588,IT Services,2026-08-31,0.0617,True,High priority
CMP102001,IT Services,2026-08-31,0.0617,True,High priority
CMP101447,Logistics,2026-08-31,0.0613,True,High priority
CMP102098,Manufacturing,2026-08-31,0.0613,True,High priority
CMP100855,IT Services,2026-08-31,0.061,True,High priority
CMP102690,FMCG,2026-08-31,0.0608,True,High priority
CMP100287,IT Services,2026-08-31,0.0605,True,High priority
CMP102931,Manufacturing,2026-08-31,0.0604,True,High priority
CMP101934,Construction,2026-08-31,0.0604,True,High priority
CMP102352,Retail,2026-08-31,0.06,True,High priority
CMP101672,Construction,2026-08-31,0.0596,True,High priority
CMP102926,Construction,2026-08-31,0.0594,True,High priority
CMP100716,Logistics,2026-08-31,0.0593,True,High priority
CMP101986,Retail,2026-08-31,0.0592,True,High priority
CMP101220,Manufacturing,2026-08-31,0.0585,True,High priority
CMP101037,IT Services,2026-08-31,0.0584,True,High priority
CMP100354,IT Services,2026-08-31,0.0584,True,High priority
CMP102487,Pharma,2026-08-31,0.0581,True,High priority
CMP100996,Logistics,2026-08-31,0.0575,True,High priority
CMP100324,Pharma,2026-08-31,0.0574,True,High priority
CMP100872,FMCG,2026-08-31,0.0573,True,High priority
CMP101519,Manufacturing,2026-08-31,0.0573,True,High priority
CMP102349,Manufacturing,2026-08-31,0.0572,True,High priority
CMP100086,Construction,2026-08-31,0.0568,True,High priority
CMP100256,Pharma,2026-08-31,0.0566,True,High priority
CMP102119,Retail,2026-08-31,0.0563,True,High priority
CMP102483,Retail,2026-08-31,0.0558,True,High priority
CMP101833,Manufacturing,2026-08-31,0.0552,True,High priority
CMP100864,Manufacturing,2026-08-31,0.0545,True,High priority
CMP101245,Retail,2026-08-31,0.0542,True,High priority
CMP101770,Logistics,2026-08-31,0.0541,True,Watch
CMP100159,Construction,2026-08-31,0.0541,True,Watch
CMP102647,Pharma,2026-08-31,0.0538,True,Watch
CMP102801,IT Services,2026-08-31,0.0538,True,Watch
CMP100950,Logistics,2026-08-31,0.0537,True,Watch
CMP101522,FMCG,2026-08-31,0.0535,True,Watch
CMP101866,FMCG,2026-08-31,0.0535,True,Watch
CMP101131,IT Services,2026-08-31,0.0534,True,Watch
CMP100230,Manufacturing,2026-08-31,0.0533,True,Watch
CMP101288,IT Services,2026-08-31,0.0533,True,Watch
CMP100610,Logistics,2026-08-31,0.0533,True,Watch
CMP100431,Construction,2026-08-31,0.0529,True,Watch
CMP100535,Manufacturing,2026-08-31,0.0527,True,Watch
CMP100571,Pharma,2026-08-31,0.0525,True,Watch
CMP101617,Logistics,2026-08-31,0.0525,True,Watch
CMP100371,Retail,2026-08-31,0.0525,True,Watch
CMP102671,IT Services,2026-08-31,0.0525,True,Watch
CMP101181,Manufacturing,2026-08-31,0.0523,True,Watch
CMP101197,Construction,2026-08-31,0.0522,True,Watch
CMP102191,Logistics,2026-08-31,0.0519,True,Watch
CMP101435,FMCG,2026-08-31,0.0517,True,Watch
CMP102557,Retail,2026-08-31,0.0516,True,Watch
CMP100810,Manufacturing,2026-08-31,0.0515,True,Watch
CMP102895,Manufacturing,2026-08-31,0.0512,True,Watch
CMP102202,FMCG,2026-08-31,0.0508,True,Watch
CMP102948,FMCG,2026-08-31,0.0507,True,Watch
CMP100333,Pharma,2026-08-31,0.0507,True,Watch
CMP100198,Manufacturing,2026-08-31,0.0506,True,Watch
CMP100467,FMCG,2026-08-31,0.0504,True,Watch
CMP100097,Manufacturing,2026-08-31,0.0503,True,Watch
CMP101486,FMCG,2026-08-31,0.0503,True,Watch
CMP100857,Pharma,2026-08-31,0.0502,True,Watch
CMP101506,Construction,2026-08-31,0.0501,True,Watch
CMP102584,Manufacturing,2026-08-31,0.05,True,Watch
CMP100925,Retail,2026-08-31,0.0499,True,Watch
CMP100173,FMCG,2026-08-31,0.0497,True,Watch
CMP102577,Pharma,2026-08-31,0.0496,True,Watch
CMP102046,IT Services,2026-08-31,0.0495,True,Watch
CMP100016,Logistics,2026-08-31,0.0492,True,Watch
CMP100089,IT Services,2026-08-31,0.0492,True,Watch
CMP101418,FMCG,2026-08-31,0.049,True,Watch
CMP100730,Retail,2026-08-31,0.049,True,Watch
CMP102714,Pharma,2026-08-31,0.049,True,Watch
CMP101943,Manufacturing,2026-08-31,0.0489,True,Watch
CMP101148,IT Services,2026-08-31,0.0488,True,Watch
CMP100729,IT Services,2026-08-31,0.0488,True,Watch
CMP100557,IT Services,2026-08-31,0.0488,True,Watch
CMP102440,FMCG,2026-08-31,0.0488,True,Watch
CMP101492,Construction,2026-08-31,0.0488,True,Watch
CMP100246,Logistics,2026-08-31,0.0487,True,Watch
CMP100600,IT Services,2026-08-31,0.0486,True,Watch
CMP101935,Manufacturing,2026-08-31,0.0485,True,Watch
CMP100932,IT Services,2026-08-31,0.0484,True,Watch
CMP102248,IT Services,2026-08-31,0.0484,True,Watch
CMP100501,FMCG,2026-08-31,0.0484,True,Watch
CMP102032,Retail,2026-08-31,0.0483,True,Watch
CMP100793,Manufacturing,2026-08-31,0.0483,True,Watch
CMP100472,Manufacturing,2026-08-31,0.0482,True,Watch
CMP100061,IT Services,2026-08-31,0.0482,True,Watch
CMP100022,FMCG,2026-08-31,0.0482,True,Watch
CMP102589,IT Services,2026-08-31,0.048,True,Watch
CMP101773,FMCG,2026-08-31,0.0479,True,Watch
CMP100736,Manufacturing,2026-08-31,0.0478,True,Watch
CMP100142,FMCG,2026-08-31,0.0478,True,Watch
CMP102030,Manufacturing,2026-08-31,0.0474,True,Watch
CMP102482,Manufacturing,2026-08-31,0.0474,True,Watch
CMP102969,Manufacturing,2026-08-31,0.0474,True,Watch
CMP101804,Construction,2026-08-31,0.0473,True,Watch
CMP102749,Manufacturing,2026-08-31,0.047,True,Watch
CMP100024,Construction,2026-08-31,0.047,True,Watch
CMP102779,Manufacturing,2026-08-31,0.0469,True,Watch
CMP102910,Construction,2026-08-31,0.0467,True,Watch
CMP100241,Pharma,2026-08-31,0.0467,True,Watch
CMP100726,Retail,2026-08-31,0.0467,True,Watch
CMP101327,Logistics,2026-08-31,0.0467,True,Watch
CMP102710,FMCG,2026-08-31,0.0467,True,Watch
CMP102574,Logistics,2026-08-31,0.0466,True,Watch
CMP100362,Manufacturing,2026-08-31,0.0465,True,Watch
CMP102036,FMCG,2026-08-31,0.0465,True,Watch
CMP102069,IT Services,2026-08-31,0.0463,True,Watch
CMP100207,Construction,2026-08-31,0.0462,True,Watch
CMP101258,Logistics,2026-08-31,0.0461,True,Watch
CMP101280,Retail,2026-08-31,0.0459,True,Watch
CMP101669,Pharma,2026-08-31,0.0459,True,Watch
CMP101001,IT Services,2026-08-31,0.0458,True,Watch
CMP100147,Logistics,2026-08-31,0.0457,True,Watch
CMP100720,IT Services,2026-08-31,0.0457,True,Watch
CMP101728,Manufacturing,2026-08-31,0.0455,True,Watch
CMP102433,Retail,2026-08-31,0.0455,True,Watch
CMP102501,Construction,2026-08-31,0.0455,True,Watch
CMP100268,Manufacturing,2026-08-31,0.0455,True,Watch
CMP101084,FMCG,2026-08-31,0.0451,True,Watch
CMP102791,Manufacturing,2026-08-31,0.0451,True,Watch
CMP100411,Construction,2026-08-31,0.045,True,Watch
CMP100988,Retail,2026-08-31,0.0448,True,Watch
CMP102506,FMCG,2026-08-31,0.0447,True,Watch
CMP102756,Pharma,2026-08-31,0.0447,True,Watch
CMP102666,FMCG,2026-08-31,0.0447,True,Watch
CMP101565,IT Services,2026-08-31,0.0446,True,Watch
CMP102195,Pharma,2026-08-31,0.0446,True,Watch
CMP101483,Retail,2026-08-31,0.0445,True,Watch
CMP102360,Pharma,2026-08-31,0.0444,True,Watch
CMP102593,Manufacturing,2026-08-31,0.0443,True,Watch
CMP100468,Manufacturing,2026-08-31,0.0443,True,Watch
CMP102609,Retail,2026-08-31,0.0442,True,Watch
CMP101869,Pharma,2026-08-31,0.0442,True,Watch
CMP100228,Logistics,2026-08-31,0.044,True,Watch
CMP100818,Logistics,2026-08-31,0.044,True,Watch
CMP100804,Manufacturing,2026-08-31,0.0439,True,Watch
CMP101152,Manufacturing,2026-08-31,0.0438,True,Watch
CMP102265,Manufacturing,2026-08-31,0.0437,True,Watch
CMP102229,Construction,2026-08-31,0.0434,True,Watch
CMP100076,Retail,2026-08-31,0.0432,True,Watch
CMP100264,FMCG,2026-08-31,0.0431,True,Watch
CMP101555,Construction,2026-08-31,0.0431,True,Watch
CMP100004,Manufacturing,2026-08-31,0.0428,True,Watch
CMP100789,Logistics,2026-08-31,0.0427,True,Watch
CMP101896,Construction,2026-08-31,0.0426,True,Watch
CMP102636,IT Services,2026-08-31,0.0426,True,Watch
CMP102150,Construction,2026-08-31,0.0425,True,Watch
CMP100676,FMCG,2026-08-31,0.0425,True,Watch
CMP102242,Retail,2026-08-31,0.0424,True,Watch
CMP102522,Retail,2026-08-31,0.0423,True,Watch
CMP100309,Manufacturing,2026-08-31,0.0421,True,Watch
CMP101520,Retail,2026-08-31,0.0419,True,Watch
CMP102864,IT Services,2026-08-31,0.0418,True,Watch
CMP101425,IT Services,2026-08-31,0.0418,True,Watch
CMP100470,IT Services,2026-08-31,0.0418,True,Watch
CMP102745,Pharma,2026-08-31,0.0417,True,Watch
CMP102042,Logistics,2026-08-31,0.0413,True,Watch
CMP101228,FMCG,2026-08-31,0.041,True,Watch
CMP100795,Retail,2026-08-31,0.0409,True,Watch
CMP101676,Construction,2026-08-31,0.0409,True,Watch
CMP101203,Construction,2026-08-31,0.0408,True,Watch
CMP102792,Construction,2026-08-31,0.0408,True,Watch
CMP101780,Manufacturing,2026-08-31,0.0408,True,Watch
CMP102856,Construction,2026-08-31,0.0406,True,Watch
CMP101047,Construction,2026-08-31,0.0406,True,Watch
CMP101544,IT Services,2026-08-31,0.0406,True,Watch
CMP101666,Pharma,2026-08-31,0.0405,True,Watch
CMP100296,FMCG,2026-08-31,0.0405,True,Watch
CMP101724,IT Services,2026-08-31,0.0405,True,Watch
CMP100420,Construction,2026-08-31,0.0404,True,Watch
CMP101644,Manufacturing,2026-08-31,0.0403,True,Watch
CMP101907,Manufacturing,2026-08-31,0.0403,True,Watch
CMP100059,Manufacturing,2026-08-31,0.0402,True,Watch
CMP102292,Logistics,2026-08-31,0.0402,True,Watch
CMP102261,FMCG,2026-08-31,0.0402,True,Watch
CMP102738,Construction,2026-08-31,0.04,True,Watch
CMP100222,Construction,2026-08-31,0.0399,True,Watch
CMP101089,IT Services,2026-08-31,0.0399,True,Watch
CMP100172,Retail,2026-08-31,0.0399,True,Watch
CMP100255,Construction,2026-08-31,0.0398,True,Watch
CMP100167,Pharma,2026-08-31,0.0396,True,Watch
CMP100909,Retail,2026-08-31,0.0395,True,Watch
CMP100770,Retail,2026-08-31,0.0395,True,Watch
CMP102916,Retail,2026-08-31,0.0394,True,Watch
CMP101808,IT Services,2026-08-31,0.0394,True,Watch
CMP100220,Retail,2026-08-31,0.0392,True,Watch
CMP101342,IT Services,2026-08-31,0.0391,True,Watch
CMP102928,Retail,2026-08-31,0.0389,True,Watch
CMP100055,Pharma,2026-08-31,0.0389,True,Watch
CMP101855,FMCG,2026-08-31,0.0388,True,Watch
CMP101295,IT Services,2026-08-31,0.0388,True,Watch
CMP101457,IT Services,2026-08-31,0.0388,True,Watch
CMP100965,IT Services,2026-08-31,0.0388,True,Watch
CMP102466,Pharma,2026-08-31,0.0387,True,Watch
CMP100107,Retail,2026-08-31,0.0387,True,Watch
CMP102067,FMCG,2026-08-31,0.0384,True,Watch
CMP102437,Construction,2026-08-31,0.0383,True,Watch
CMP101087,Construction,2026-08-31,0.0383,True,Watch
CMP100788,Pharma,2026-08-31,0.038,True,Watch
CMP100878,Logistics,2026-08-31,0.038,True,Watch
CMP102397,Manufacturing,2026-08-31,0.038,True,Watch
CMP102962,Manufacturing,2026-08-31,0.0378,True,Watch
CMP101965,Manufacturing,2026-08-31,0.0377,True,Watch
CMP100673,Construction,2026-08-31,0.0376,True,Watch
CMP102753,Manufacturing,2026-08-31,0.0376,True,Watch
CMP100559,IT Services,2026-08-31,0.0375,True,Watch
CMP100683,IT Services,2026-08-31,0.0374,True,Watch
CMP100839,IT Services,2026-08-31,0.0374,True,Watch
CMP100737,Retail,2026-08-31,0.0374,True,Watch
CMP100756,Retail,2026-08-31,0.0373,True,Watch
CMP102116,Retail,2026-08-31,0.0372,True,Watch
CMP102394,Logistics,2026-08-31,0.0371,True,Watch
CMP101879,Logistics,2026-08-31,0.0371,True,Watch
CMP100367,Construction,2026-08-31,0.0369,True,Watch
CMP101019,IT Services,2026-08-31,0.0369,True,Watch
CMP101973,Retail,2026-08-31,0.0369,True,Watch
CMP101004,Logistics,2026-08-31,0.0366,True,Watch
CMP102723,IT Services,2026-08-31,0.0365,True,Watch
CMP102125,IT Services,2026-08-31,0.0363,True,Watch
CMP101880,IT Services,2026-08-31,0.0362,True,Watch
CMP101779,IT Services,2026-08-31,0.0362,True,Watch
CMP101847,Construction,2026-08-31,0.0361,True,Watch
CMP102820,Retail,2026-08-31,0.0361,True,Watch
CMP102053,Pharma,2026-08-31,0.036,True,Watch
CMP100708,IT Services,2026-08-31,0.0357,True,Watch
CMP102952,Manufacturing,2026-08-31,0.0356,True,Watch
CMP100617,Retail,2026-08-31,0.0355,True,Watch
CMP102901,FMCG,2026-08-31,0.0354,True,Watch
CMP101469,Manufacturing,2026-08-31,0.0354,True,Watch
CMP102102,Pharma,2026-08-31,0.0353,True,Watch
CMP102659,Retail,2026-08-31,0.0351,True,Watch
CMP100471,IT Services,2026-08-31,0.0349,True,Watch
CMP100747,IT Services,2026-08-31,0.0349,True,Watch
CMP100316,IT Services,2026-08-31,0.0348,True,Watch
CMP100448,Manufacturing,2026-08-31,0.0348,True,Watch
CMP102760,Construction,2026-08-31,0.0347,True,Watch
CMP102806,Retail,2026-08-31,0.0345,True,Watch
CMP101311,FMCG,2026-08-31,0.0344,True,Watch
CMP102788,FMCG,2026-08-31,0.0344,True,Watch
CMP101080,Retail,2026-08-31,0.0343,True,Watch
CMP102270,Logistics,2026-08-31,0.0343,True,Watch
CMP102917,Pharma,2026-08-31,0.0343,True,Watch
CMP100476,IT Services,2026-08-31,0.0343,True,Watch
CMP100047,Retail,2026-08-31,0.0342,True,Watch
CMP100542,Pharma,2026-08-31,0.0341,True,Watch
CMP101021,Construction,2026-08-31,0.0341,True,Watch
CMP101243,Manufacturing,2026-08-31,0.0341,True,Watch
CMP102115,FMCG,2026-08-31,0.0339,True,Watch
CMP102389,Manufacturing,2026-08-31,0.0339,True,Watch
CMP102351,Pharma,2026-08-31,0.0339,True,Watch
CMP102972,Manufacturing,2026-08-31,0.0339,True,Watch
CMP102605,Manufacturing,2026-08-31,0.0338,True,Watch
CMP102850,IT Services,2026-08-31,0.0338,True,Watch
CMP101398,Logistics,2026-08-31,0.0338,True,Watch
CMP101604,Retail,2026-08-31,0.0337,True,Watch
CMP101229,Manufacturing,2026-08-31,0.0336,True,Watch
CMP102598,FMCG,2026-08-31,0.0336,True,Watch
CMP101638,Retail,2026-08-31,0.0336,True,Watch
CMP101836,Manufacturing,2026-08-31,0.0335,True,Watch
CMP101225,FMCG,2026-08-31,0.0334,True,Watch
CMP100120,Logistics,2026-08-31,0.0333,True,Watch
CMP102077,Manufacturing,2026-08-31,0.0333,True,Watch
CMP102537,IT Services,2026-08-31,0.0332,True,Watch
CMP100356,Construction,2026-08-31,0.0332,True,Watch
CMP101701,FMCG,2026-08-31,0.0331,True,Watch
CMP101771,Construction,2026-08-31,0.0331,True,Watch
CMP100933,Construction,2026-08-31,0.033,True,Watch
CMP102845,Logistics,2026-08-31,0.0329,True,Watch
CMP102291,Construction,2026-08-31,0.0329,True,Watch
CMP100727,Manufacturing,2026-08-31,0.0329,True,Watch
CMP102679,Retail,2026-08-31,0.0329,True,Watch
CMP101596,Manufacturing,2026-08-31,0.0329,True,Watch
CMP101214,Retail,2026-08-31,0.0329,True,Watch
CMP101838,Construction,2026-08-31,0.0328,True,Watch
CMP100506,Retail,2026-08-31,0.0327,True,Watch
CMP100040,IT Services,2026-08-31,0.0326,True,Watch
CMP101227,IT Services,2026-08-31,0.0325,True,Watch
CMP101985,FMCG,2026-08-31,0.0325,True,Watch
CMP101922,IT Services,2026-08-31,0.0325,True,Watch
CMP100553,FMCG,2026-08-31,0.0325,True,Watch
CMP100807,Manufacturing,2026-08-31,0.0324,True,Watch
CMP102126,Retail,2026-08-31,0.0324,True,Watch
CMP101485,Manufacturing,2026-08-31,0.0323,True,Watch
CMP100337,Construction,2026-08-31,0.0322,True,Watch
CMP101784,Retail,2026-08-31,0.0321,True,Watch
CMP100243,Logistics,2026-08-31,0.0321,True,Watch
CMP102718,Manufacturing,2026-08-31,0.0321,True,Watch
CMP102276,Logistics,2026-08-31,0.0321,True,Watch
CMP102774,Construction,2026-08-31,0.032,True,Watch
CMP102157,Retail,2026-08-31,0.032,True,Watch
CMP102192,Construction,2026-08-31,0.0319,True,Watch
CMP102362,IT Services,2026-08-31,0.0319,True,Watch
CMP102451,Construction,2026-08-31,0.0316,True,Watch
CMP101366,Manufacturing,2026-08-31,0.0314,True,Watch
